placa,marca,modelo,anio,color,clase,fecha_matricula,anio_matricula,servicio,fecha_caducidad,polarizado
YBA4948,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,BLANCO,JEEP,17-11-2022,2022,PARTICULAR,16-11-2027,No existe registro de polarizado
YBA4949,CHEVROLET,D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL,2023,PLATEADO,CAMIONETA,05-06-2025,2025,USO PARTICULAR,04-06-2030,No existe registro de polarizado
YBA4950,CHEVROLET,ONIX LTZ TURBO AC 1.0 4P 4X2 TM,2023,PLATEADO,AUTOMOVIL,12-06-2023,2023,USO PARTICULAR,10-06-2028,No existe registro de polarizado
YBA4951,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO ESPECIAL,23-11-2022,2022,USO PARTICULAR,22-11-2027,No existe registro de polarizado
YBA4952,CHEVROLET,JOY BLACK AC 1.4 5P 4X2 TM,2023,ROJO,AUTOMOVIL,18-06-2025,2025,USO PARTICULAR,17-06-2030,No existe registro de polarizado
YBA4953,CHEVROLET,JOY BLACK AC 1.4 5P 4X2 TM,2023,PLOMO,AUTOMOVIL,24-11-2022,2022,PARTICULAR,23-11-2027,No existe registro de polarizado
YBA4954,CHEVROLET,JOY BLACK AC 1.4 5P 4X2 TM,2023,ROJO,AUTOMOVIL,24-11-2022,2022,PARTICULAR,23-11-2027,No existe registro de polarizado
YBA4955,CHEVROLET,SAIL LS AC 1.5 4P 4X2 TM,2023,BLANCO,AUTOMOVIL,26-01-2023,2023,PARTICULAR,25-01-2028,No existe registro de polarizado
YBA4956,GREAT WALL,WINGLE STEED AC 2.4 CD 4X2 TM,2023,BLANCO,CAMIONETA,31-01-2023,2023,PARTICULAR,30-01-2028,No existe registro de polarizado
YBA4957,CHEVROLET,ONIX LTZ TURBO AC 1.0 4P 4X2 TM,2023,PLATEADO,AUTOMOVIL,01-02-2023,2023,PARTICULAR,31-01-2028,No existe registro de polarizado
YBA4958,CHEVROLET,SAIL LS AC 1.5 4P 4X2 TM,2023,BLANCO,AUTOMOVIL,01-02-2023,2023,PARTICULAR,31-01-2028,No existe registro de polarizado
YBA4959,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,PLATEADO,CAMIONETA,03-02-2023,2023,PARTICULAR,02-02-2028,No existe registro de polarizado
YBA4960,CHEVROLET,ONIX LTZ TURBO AC 1.0 4P 4X2 TM,2023,BLANCO,AUTOMOVIL,03-02-2023,2023,PARTICULAR,02-02-2028,No existe registro de polarizado
YBA4961,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,BLANCO,VEHICULO ESPECIAL,09-02-2023,2023,USO PARTICULAR,08-02-2028,No existe registro de polarizado
YBA4962,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,BLANCO,CAMIONETA,09-02-2023,2023,PARTICULAR,08-02-2028,No existe registro de polarizado
YBA4963,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,BLANCO,CAMIONETA,13-05-2024,2024,PARTICULAR,12-05-2029,No existe registro de polarizado
YBA4964,CHEVROLET,ONIX LT TURBO AC 1.0 5P 4X2 TM,2023,ROJO,AUTOMOVIL,09-02-2023,2023,PARTICULAR,08-02-2028,No existe registro de polarizado
GSZ5116,TOYOTA,LAND CRUISER 200 VX AC 4.6 5P 4X4 TA,2019,PLATEADO,VEHICULO UTILITARIO,11-06-2018,2018,USO PARTICULAR,10-06-2023,No existe registro de polarizado
GSZ5117,TOYOTA,NEW FORTUNER AC 4.0 5P 4X4 TA,2018,PLOMO,VEHICULO UTILITARIO,14-10-2020,2020,USO PARTICULAR,13-10-2025,No existe registro de polarizado
GSZ5118,PEUGEOT,2008 ACTPK 16E BA6 AC 1.6 5P 4X2 TA,2019,NEGRO,VEHICULO UTILITARIO,15-03-2025,2025,USO PARTICULAR,14-03-2030,No existe registro de polarizado
GSZ5119,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TA,2019,CAFE,VEHICULO UTILITARIO,24-10-2023,2023,USO PARTICULAR,31-10-2028,No existe registro de polarizado
GSZ5120,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,PLOMO,AUTOMOVIL,27-11-2023,2023,USO PARTICULAR,30-11-2028,No existe registro de polarizado
GSZ5121,PEUGEOT,3008N ALL 16E BA6 AC 1.6 5P 4X2 TA,2019,PLOMO,VEHICULO UTILITARIO,22-04-2025,2025,USO PARTICULAR,21-04-2030,No existe registro de polarizado
GSZ5122,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TM,2019,PLOMO,VEHICULO UTILITARIO,03-04-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
GSZ5123,TOYOTA,PRIUS 4G AC 1.8 4P 4X2 TA HYBRID,2018,PLOMO,AUTOMOVIL,11-04-2024,2024,USO PARTICULAR,30-04-2029,No existe registro de polarizado
GSZ5124,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TA,2019,PLATEADO,VEHICULO UTILITARIO,14-05-2025,2025,USO PARTICULAR,13-05-2030,No existe registro de polarizado
GSZ5125,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,NEGRO,AUTOMOVIL,14-08-2024,2024,USO PARTICULAR,13-08-2029,No existe registro de polarizado
GSZ5126,TOYOTA,HILUX 2.7 CD 4X2 TM,2019,NEGRO,CAMIONETA,28-08-2024,2024,USO PARTICULAR,28-08-2029,No existe registro de polarizado
GSZ5127,TOYOTA,RAV4 CVT AC 2.0 5P 4X2 TA,2019,PLOMO,VEHICULO UTILITARIO,17-08-2023,2023,USO PARTICULAR,31-08-2028,No existe registro de polarizado
GSZ5128,PEUGEOT,2008 ACTPK 16E BA6 AC 1.6 5P 4X2 TA,2019,ROJO,VEHICULO UTILITARIO,16-05-2025,2025,USO PARTICULAR,15-05-2030,No existe registro de polarizado
GSZ5129,CHANGAN,CS35 LUXURY AC 1.6 5P 4X2 TA,2019,BLANCO,VEHICULO UTILITARIO,16-05-2023,2023,USO PARTICULAR,31-10-2028,No existe registro de polarizado
GSZ5130,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2018,PLATEADO,VEHICULO UTILITARIO,02-02-2023,2023,USO PARTICULAR,30-11-2028,No existe registro de polarizado
GSZ5131,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TM,2018,PLOMO,VEHICULO UTILITARIO,26-11-2021,2021,USO PARTICULAR,25-11-2026,No existe registro de polarizado
GSZ5132,TOYOTA,PRIUS 4G AC 1.8 5P 4X2 TA HYBRID,2018,NEGRO,AUTOMOVIL,14-05-2025,2025,USO PARTICULAR,31-03-2030,No existe registro de polarizado
GSZ5133,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TA,2019,BLANCO,VEHICULO UTILITARIO,14-04-2023,2023,USO PARTICULAR,30-04-2028,No existe registro de polarizado
GSZ5134,PEUGEOT,5008N ACT 16E120 BA AC 1.6 5P 4X2 TA,2018,PLOMO,VEHICULO UTILITARIO,19-06-2023,2023,USO PARTICULAR,31-05-2028,No existe registro de polarizado
GSZ5135,PEUGEOT,301 N1 16HDI BM5 AC 1.6 4P 4X2 TM DIESEL,2019,PLOMO,AUTOMOVIL,07-07-2023,2023,USO PARTICULAR,30-06-2028,No existe registro de polarizado
GSZ5136,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,PLOMO,AUTOMOVIL,03-08-2023,2023,USO PARTICULAR,31-07-2028,No existe registro de polarizado
GSZ5137,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TM,2019,CAFE,VEHICULO UTILITARIO,04-03-2022,2022,USO PARTICULAR,03-03-2027,No existe registro de polarizado
GSZ5138,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2019,ANARANJADO,VEHICULO UTILITARIO,13-11-2023,2023,USO PARTICULAR,11-11-2028,No existe registro de polarizado
GSZ5139,CHANGAN,CS15 COMFORT AC 1.5 5P 4X2 TM,2019,ROJO,VEHICULO UTILITARIO,13-06-2018,2018,USO PARTICULAR,12-06-2023,No existe registro de polarizado
GSZ5140,TOYOTA,RAV4 CVT AC 2.0 5P 4X2 TA,2019,BLANCO,VEHICULO UTILITARIO,15-06-2023,2023,USO PARTICULAR,30-11-2028,No existe registro de polarizado
GSZ5141,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2018,PLATEADO,VEHICULO UTILITARIO,13-06-2018,2018,USO PARTICULAR,12-06-2023,No existe registro de polarizado
GSZ5142,TOYOTA,LAND CRUISER 200 VX AC 4.6 5P 4X4 TA,2019,AZUL,VEHICULO UTILITARIO,27-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
GSZ5143,TOYOTA,YARIS SD CVT AC 1.5 4P 4X2 TA,2018,NEGRO,AUTOMOVIL,12-04-2024,2024,USO PARTICULAR,11-04-2029,No existe registro de polarizado
GSZ5144,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,CAFE,AUTOMOVIL,09-11-2023,2023,USO PARTICULAR,07-11-2028,No existe registro de polarizado
GSZ5145,TOYOTA,HILUX 2.7 CD 4X2 TM,2018,NEGRO,CAMIONETA,19-06-2023,2023,USO PARTICULAR,30-06-2028,No existe registro de polarizado
GSZ5146,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2019,PLATEADO,VEHICULO UTILITARIO,24-07-2023,2023,USO PARTICULAR,24-07-2028,No existe registro de polarizado
GSZ5147,TOYOTA,RAV4 CVT AC 2.0 5P 4X2 TA,2019,PLOMO,VEHICULO UTILITARIO,24-02-2025,2025,USO PARTICULAR,23-02-2030,No existe registro de polarizado
GSZ5148,TOYOTA,HILUX 2.7 CD 4X2 TM,2018,BLANCO,CAMIONETA,25-09-2023,2023,USO PARTICULAR,30-09-2028,No existe registro de polarizado
GSZ5149,TOYOTA,HILUX 2.7 CD 4X2 TM,2019,PLOMO,CAMIONETA,14-06-2023,2023,USO PARTICULAR,31-10-2028,No existe registro de polarizado
GSZ5150,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2019,DORADO,VEHICULO UTILITARIO,13-07-2023,2023,PARTICULAR,30-11-2028,No existe registro de polarizado
GSZ5151,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,CAFE,AUTOMOVIL,07-09-2023,2023,USO PARTICULAR,29-02-2028,No existe registro de polarizado
GSZ5152,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,PLOMO,AUTOMOVIL,15-05-2024,2024,USO PARTICULAR,31-03-2029,No existe registro de polarizado
GSZ5153,PEUGEOT,3008N ACT 20H B6 AC 2.0 5P 4X2 TM DIESEL,2019,PLOMO,VEHICULO UTILITARIO,28-12-2023,2023,USO PARTICULAR,30-04-2028,No existe registro de polarizado
GSZ5154,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,BLANCO,AUTOMOVIL,14-03-2024,2024,USO PARTICULAR,13-03-2029,No existe registro de polarizado
GSZ5155,CHANGAN,CS15 ELITE AC 1.5 5P 4X2 TM,2019,PLATEADO,VEHICULO UTILITARIO,28-06-2023,2023,USO PARTICULAR,30-06-2028,No existe registro de polarizado
GSZ5156,TOYOTA,YARIS SD CVT AC 1.5 4P 4X2 TA,2019,PLATEADO,AUTOMOVIL,13-07-2024,2024,USO PARTICULAR,31-07-2029,No existe registro de polarizado
GSZ5157,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TA,2019,PLATEADO,VEHICULO UTILITARIO,22-12-2023,2023,USO PARTICULAR,20-12-2028,No existe registro de polarizado
GSZ5158,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,PLATEADO,AUTOMOVIL,26-05-2025,2025,USO PARTICULAR,30-09-2030,No existe registro de polarizado
GSZ5159,TOYOTA,NEW FORTUNER AC 4.0 5P 4X4 TA,2019,NEGRO,VEHICULO UTILITARIO,21-09-2022,2022,USO PARTICULAR,20-09-2027,No existe registro de polarizado
GSZ5160,TOYOTA,HILUX 2.7 CD 4X2 TM,2019,ROJO,CAMIONETA,01-05-2024,2024,USO PARTICULAR,30-04-2029,No existe registro de polarizado
GSZ5161,TOYOTA,NEW FORTUNER AC 2.7 5P 4X4 TA,2019,PLATEADO,VEHICULO UTILITARIO,25-01-2023,2023,USO PARTICULAR,29-02-2028,No existe registro de polarizado
GSZ5162,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,AZUL,AUTOMOVIL,21-05-2025,2025,USO PARTICULAR,20-05-2030,No existe registro de polarizado
GSZ5163,PEUGEOT,301 N1 16E AC 1.6 4P 4X2 TM,2019,BLANCO,AUTOMOVIL,16-01-2024,2024,USO PARTICULAR,14-01-2029,No existe registro de polarizado
GSZ5164,TOYOTA,YARIS HB AC 1.5 5P 4X2 TM,2019,PLOMO,AUTOMOVIL,05-05-2023,2023,USO PARTICULAR,31-05-2028,No existe registro de polarizado
GSZ5165,TOYOTA,NEW INNOVA AC 2.7 5P 4X2 TA,2018,PLATEADO,AUTOMOVIL,21-02-2025,2025,USO PARTICULAR,20-02-2030,No existe registro de polarizado
GTH9223,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,PLATEADO,CAMIONETA,18-04-2022,2022,USO PARTICULAR,17-04-2027,No existe registro de polarizado
GTH9224,SOUEAST,DX3 CONFORT AC 1.5 5P 4X2 TM,2022,BLANCO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9225,GREAT WALL,HAVAL H6 CONFORT AC 1.5 5P 4X2 TM,2021,BLANCO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9226,SHINERAY,X30 CARGO AC 1.5 5P 4X2 TM,2023,BLANCO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9227,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9228,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9229,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9230,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,ROJO,VEHICULO UTILITARIO,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9231,GREAT WALL,POER AC 2.0 CD 4X2 TM DIESEL,2023,NEGRO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9232,GREAT WALL,WINGLE STEED AC 2.4 CD 4X2 TM,2023,ROJO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9233,GREAT WALL,POER AC 2.0 CD 4X2 TM,2022,PLATEADO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9234,GREAT WALL,WINGLE STEED AC 2.4 CD 4X2 TM,2022,BLANCO,CAMIONETA,19-04-2022,2022,USO PARTICULAR,18-04-2027,No existe registro de polarizado
GTH9235,DFSK,K07S VAN AC 1.2 4P 4X2 TM,2022,PLATEADO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9236,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2022,AZUL,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9237,GREAT WALL,WINGLE 7 AC 2.0 CD 4X4 TM DIESEL,2023,PLOMO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9238,DFSK,GLORY 560 AC 1.8 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,22-05-2025,2025,USO PARTICULAR,21-05-2030,No existe registro de polarizado
GTH9239,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9240,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9241,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9242,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9243,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9244,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,20-04-2022,2022,USO PARTICULAR,19-04-2027,No existe registro de polarizado
GTH9245,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,20-08-2024,2024,USO PARTICULAR,19-08-2029,No existe registro de polarizado
GTH9246,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,PLOMO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9247,SHINERAY,SWM G01 AC 1.5 5P 4X2 TM,2023,PLOMO,VEHICULO UTILITARIO,18-03-2023,2023,USO PARTICULAR,16-03-2028,No existe registro de polarizado
GTH9248,GREAT WALL,WINGLE 7 AC 2.0 CD 4X2 TM DIESEL,2022,NEGRO,CAMIONETA,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9249,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,NEGRO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9250,DFSK,C37 VAN AC 1.5 3P 4X2 TM,2023,AZUL,CAMIONETA,22-04-2022,2022,USO PARTICULAR,21-04-2027,No existe registro de polarizado
GTH9251,SHINERAY,MPV750 8P AC 1.6 5P 4X2 TM,2023,BLANCO,VEHICULO UTILITARIO,21-04-2022,2022,USO PARTICULAR,20-04-2027,No existe registro de polarizado
GTH9252,SHINERAY,X30L VAN AC 1.5 4P 4X2 TM,2023,BLANCO,CAMIONETA,30-06-2023,2023,PARTICULAR,21-05-2025,No existe registro de polarizado
ABC2765,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,16-05-2024,2024,USO PARTICULAR,15-05-2029,No existe registro de polarizado
ABC2766,TOYOTA,AWT FORTUNER TM,2012,DORADO,VEHICULO UTILITARIO,31-07-2020,2020,USO PARTICULAR,31-07-2025,No existe registro de polarizado
ABC2767,RENAULT,LOGAN 1.4 MT,2012,BLANCO,AUTOMOVIL,04-08-2021,2021,USO PARTICULAR,03-08-2026,No existe registro de polarizado
ABC2768,TOYOTA,AWT FORTUNER TM,2011,PLATEADO,VEHICULO UTILITARIO,20-07-2021,2021,USO PARTICULAR,19-07-2026,No existe registro de polarizado
ABC2769,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,PLATEADO,CAMIONETA,13-10-2020,2020,USO PARTICULAR,31-10-2025,No existe registro de polarizado
ABC2770,TOYOTA,BRT HILUX 4X4 CD SR,2012,PLATEADO,CAMIONETA,16-05-2024,2024,USO PARTICULAR,30-11-2029,No existe registro de polarizado
ABC2771,TOYOTA,ETT HILUX 4X2 CD,2012,BLANCO,CAMIONETA,05-06-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2772,TOYOTA,AA PRIUS HIBRIDO,2012,PLATEADO,AUTOMOVIL,25-05-2023,2023,USO PARTICULAR,23-05-2028,No existe registro de polarizado
ABC2773,TOYOTA,EST HILUX 2.7 CS 4X2 TM,2012,PLATEADO,CAMIONETA,13-05-2021,2021,USO PARTICULAR,12-05-2026,No existe registro de polarizado
ABC2774,TOYOTA,AA HIACE DIESEL PAS,2012,BLANCO,CAMIONETA,30-01-2025,2025,USO PARTICULAR,29-01-2030,No existe registro de polarizado
ABC2775,CHEVROLET,GRAND VITARA 2.0L 5P DLX TM 4X2,2012,PLATEADO,VEHICULO UTILITARIO,01-07-2024,2024,USO PARTICULAR,30-06-2029,No existe registro de polarizado
ABC2776,SUZUKI,GRAND VITARA SZ 2.4L 5P TA 4X4,2011,BLANCO,VEHICULO UTILITARIO,25-07-2020,2020,USO PARTICULAR,24-07-2025,No existe registro de polarizado
ABC2777,CHEVROLET,SPARK 5P STD 1.0L ACTIVO,2012,ROJO,AUTOMOVIL,21-10-2024,2024,PARTICULAR,20-10-2029,No existe registro de polarizado
ABC2778,KIA,SORENTO 3.5L GSL AT 4X4,2012,NEGRO,VEHICULO UTILITARIO,19-01-2024,2024,USO PARTICULAR,17-01-2029,No existe registro de polarizado
ABC2779,KIA,SORENTO 3.5L GSL AT 4X4,2012,PLOMO,VEHICULO UTILITARIO,14-10-2021,2021,USO PARTICULAR,31-10-2026,No existe registro de polarizado
ABC2780,KIA,SPORTAGE L,2012,PLATEADO,VEHICULO UTILITARIO,18-11-2022,2022,USO PARTICULAR,30-11-2027,No existe registro de polarizado
ABC2781,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,ROJO,VEHICULO UTILITARIO,12-02-2025,2025,USO PARTICULAR,28-02-2030,No existe registro de polarizado
ABC2782,CHEVROLET,NMR 85H CAMION 3.0 2P 4X2 TM DIESEL,2011,BLANCO,CAMION,17-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
ABC2783,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,ROJO,VEHICULO UTILITARIO,18-06-2025,2025,USO PARTICULAR,17-06-2030,No existe registro de polarizado
ABC2784,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,30-01-2024,2024,USO PUBLICO,31-05-2029,No existe registro de polarizado
ABC2785,FORD,F150 SC 4X2,2011,NEGRO,CAMIONETA,12-07-2023,2023,USO PARTICULAR,10-07-2028,No existe registro de polarizado
ABC2786,CHEVROLET,AVEO EMOTION 1.6L AC,2012,BLANCO,AUTOMOVIL,28-12-2023,2023,USO PARTICULAR,26-12-2028,No existe registro de polarizado
ABC2787,DONGFENG,DFL4181A,2012,BLANCO,CAMION,30-12-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2788,KIA,SPORTAGE L,2012,PLOMO,VEHICULO UTILITARIO,09-06-2025,2025,USO PARTICULAR,30-09-2030,No existe registro de polarizado
ABC2789,KIA,RIO 1.4L LX 4P,2012,ROJO,AUTOMOVIL,15-01-2024,2024,USO PARTICULAR,13-01-2029,No existe registro de polarizado
ABC2790,CHEVROLET,LUV D-MAX 3.0L DIESEL CD TM 4X4,2012,PLOMO,CAMIONETA,15-12-2021,2021,USO PARTICULAR,30-11-2026,No existe registro de polarizado
ABC2791,CHEVROLET,AVEO ACTIVO 1.6L 4P AC,2012,PLATEADO,AUTOMOVIL,25-01-2024,2024,USO PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2792,CHEVROLET,SPARK 5P STD 1.0L ACTIVO,2012,BLANCO,AUTOMOVIL,27-05-2025,2025,USO PARTICULAR,26-05-2030,No existe registro de polarizado
ABC2793,TOYOTA,BWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,27-04-2023,2023,USO PARTICULAR,25-04-2028,No existe registro de polarizado
ABC2794,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,13-06-2025,2025,USO PARTICULAR,31-05-2030,No existe registro de polarizado
ABC2795,TOYOTA,AA HIGHLANDER HIBRIDO LIMITED,2010,BLANCO,VEHICULO UTILITARIO,21-06-2022,2022,PARTICULAR,20-06-2027,No existe registro de polarizado
ABC2796,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,23-07-2021,2021,USO PARTICULAR,31-07-2026,No existe registro de polarizado
ABC2797,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,22-10-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2798,CHEVROLET,LUV D-MAX 2.4L CD TM 4X2 OPTIMA,2011,BLANCO,CAMIONETA,07-09-2021,2021,USO PARTICULAR,30-09-2026,No existe registro de polarizado
ABC2799,CHEVROLET,AVEO FAMILY 1.5L TM STD,2012,PLOMO,AUTOMOVIL,16-08-2024,2024,USO PARTICULAR,15-08-2029,No existe registro de polarizado
ABC2800,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,ROJO,VEHICULO UTILITARIO,06-12-2023,2023,USO PARTICULAR,04-12-2028,No existe registro de polarizado
ABC2801,KIA,SOUL 1.6L LX MT,2012,PLATEADO,AUTOMOVIL,16-02-2024,2024,PARTICULAR,28-02-2029,No existe registro de polarizado
ABC2802,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,NEGRO,VEHICULO UTILITARIO,12-02-2025,2025,USO PARTICULAR,11-02-2030,No existe registro de polarizado
ABC2803,KIA,SPORTAGE R 2.0L 4X2 GSL MT,2012,NEGRO,VEHICULO UTILITARIO,06-03-2025,2025,USO PARTICULAR,30-04-2030,No existe registro de polarizado
ABC2804,TOYOTA,AWT FORTUNER TM,2012,PLOMO,VEHICULO UTILITARIO,17-05-2025,2025,USO PARTICULAR,31-05-2030,No existe registro de polarizado
ABC2805,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,09-03-2021,2021,USO PARTICULAR,30-06-2026,No existe registro de polarizado
ABC2806,TOYOTA,ETT HILUX 4X2 CD,2011,PLOMO,CAMIONETA,01-08-2023,2023,USO PARTICULAR,30-07-2028,No existe registro de polarizado
ABC2807,TOYOTA,EST HILUX 2.7 CS 4X2 TM,2012,ROJO,CAMIONETA,05-08-2020,2020,USO PARTICULAR,31-08-2025,No existe registro de polarizado
ABC2808,TOYOTA,CCT HILUX 4X4 CD DIESEL,2012,BLANCO,CAMIONETA,23-04-2021,2021,USO PUBLICO,30-09-2026,No existe registro de polarizado
ABC2809,HYUNDAI,TUCSON IX 5P 4X2 2.0 TM STD,2012,BLANCO,VEHICULO UTILITARIO,08-12-2022,2022,USO PARTICULAR,07-12-2027,No existe registro de polarizado
ABC2810,HYUNDAI,TUCSON IX 5P 4X2 2.0 TM STD,2012,PLATEADO,VEHICULO UTILITARIO,16-12-2020,2020,USO PARTICULAR,15-12-2025,No existe registro de polarizado
ABC2811,KIA,SPORTAGE R 2.0L 4X2 GSL MT FULL,2012,ROJO,JEEP,30-10-2020,2020,USO PARTICULAR,28-02-2025,No existe registro de polarizado
ABC2812,KIA,RIO 1.4L LX 4P,2012,PLATEADO,AUTOMOVIL,01-03-2023,2023,USO PARTICULAR,31-03-2028,No existe registro de polarizado
ABC2813,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,30-04-2025,2025,PARTICULAR,30-04-2030,No existe registro de polarizado
ABC2814,TOYOTA,AWT FORTUNER TM,2012,PLATEADO,VEHICULO UTILITARIO,05-12-2022,2022,USO PARTICULAR,04-12-2027,No existe registro de polarizado
GOU0056,HONDA,CRV RD6846PL-KK,2006,PLOMO,VEHICULO UTILITARIO,27-06-2022,2022,USO PARTICULAR,27-06-2027,No existe registro de polarizado
